dia,partilha,cultivar,quantidade
27/11/2021,95,Lavanda,0.19
27/11/2021,95,Hortelã,0.17
27/11/2021,95,Flor De Feijão Borboleta,0.11
27/11/2021,95,Abóbora Caravela,8.00
27/11/2021,95,Mandioca Branca,5.50
27/11/2021,95,Milho Amarelo,4.00
27/11/2021,95,Pepino Aodai,1.72
27/11/2021,95,Alface Crioula,0.90
27/11/2021,95,Beldroega,0.90
27/11/2021,95,Alho Poró,0.75
27/11/2021,95,Manjericão Grego,0.34
27/11/2021,95,Melissa,0.30
27/11/2021,95,Orapronóbis,0.29
27/11/2021,95,Salsa,0.25
27/11/2021,95,Flor De Cosmos,0.10
27/11/2021,95,Hortelã,0.10
27/11/2021,95,Lavanda,0.09
27/11/2021,95,Flor De Feijão Borboleta,0.03
01/12/2021,96,Berinjela,1.28
01/12/2021,96,Mamão Papaia,1.08
01/12/2021,96,Hortelã,0.80
01/12/2021,96,Maxixe Do Norte,0.65
01/12/2021,96,Salsa,0.63
01/12/2021,96,Erva Doce Funcho,0.60
01/12/2021,96,Cosmos,0.12
01/12/2021,96,Clitoria,0.07
01/12/2021,96,Alecrim,0.06
04/12/2021,96,Manga Manteiguinha,28.31
04/12/2021,96,Melancia,28.30
04/12/2021,96,Abóbora Caravela,17.00
04/12/2021,96,Mandioca Branca,15.06
04/12/2021,96,Batata Doce Branca,15.00
04/12/2021,96,Banana Maçã,8.00
04/12/2021,96,Chicória Crespa,6.00
04/12/2021,96,Milho Amarelo,4.42
04/12/2021,96,Alface Crioula,1.73
04/12/2021,96,Alho Poró,1.20
04/12/2021,96,Espinafre Africano,1.00
04/12/2021,96,Melissa,0.46
04/12/2021,96,Hortelã,0.40
04/12/2021,96,Salsa,0.22
04/12/2021,96,Manjericão Grego,0.10
04/12/2021,96,Manjerona,0.03
04/12/2021,96,Abóbora Caravela,6.00
04/12/2021,96,Melancia,3.30
04/12/2021,96,Batata Doce Branca,3.00
04/12/2021,96,Abóbora Brasileirinha,2.80
04/12/2021,96,Abóbora Caipira,2.20
04/12/2021,96,Mandioca Branca,2.00
04/12/2021,96,Chicória Crespa,2.00
04/12/2021,96,Abóbora Bege Redonda,1.60
04/12/2021,96,Milho Amarelo,1.00
04/12/2021,96,Jiló Comprido,0.58
04/12/2021,96,Alface Crioula,0.46
04/12/2021,96,Espinafre Africano,0.36
04/12/2021,96,Alho Poró,0.33
11/12/2021,97,Abóbora Bege Redonda,20.71
11/12/2021,97,Manga Manteiguinha,14.78
11/12/2021,97,Batata Doce Branca,11.87
11/12/2021,97,Maracujá Azedo,4.69
11/12/2021,97,Chicória Crespa,3.59
11/12/2021,97,Cenoura,2.60
11/12/2021,97,Jiló Redondo,1.00
11/12/2021,97,Espinafre Africano,0.65
11/12/2021,97,Melissa,0.61
11/12/2021,97,Jiló Comprido,0.58
11/12/2021,97,Cebolinha Nirá,0.33
11/12/2021,97,Hortelã,0.24
11/12/2021,97,Orapronóbis,0.23
11/12/2021,97,Manjericão Grego,0.15
11/12/2021,97,Manga Manteiguinha,6.50
11/12/2021,97,Abóbora Bege Redonda,5.50
11/12/2021,97,Batata Doce Branca,3.30
11/12/2021,97,Maracujá Azedo,1.60
11/12/2021,97,Chicória Crespa,0.56
11/12/2021,97,Jiló Comprido,0.42
11/12/2021,97,Espinafre Africano,0.17
11/12/2021,97,Cebolinha Nirá,0.09
11/12/2021,97,Orapronóbis,0.07
11/12/2021,97,Hortelã,0.04
11/12/2021,97,Manjericão Grego,0.02
11/12/2021,97,Mandioca Branca,16.00
11/12/2021,97,Coco Baiano,5.91
11/12/2021,97,Abóbora Bege Redonda,5.16
11/12/2021,97,Melancia,3.00
11/12/2021,97,Maxixe Liso Gibão,1.89
11/12/2021,97,Quiabo Santa Cruz,0.60
11/12/2021,97,Chicória Crespa,0.54
11/12/2021,97,Vagem Tempesta,0.53
11/12/2021,97,Alho Poró,0.50
11/12/2021,97,Salsa,0.45
11/12/2021,97,Espinafre Africano,0.32
11/12/2021,97,Hortelã,0.30
11/12/2021,97,Cosmos,0.10
11/12/2021,97,Tomilho,0.06
11/12/2021,97,Manjericão Grego,0.05
11/12/2021,97,Zinnea,0.05
11/12/2021,97,Lavanda,0.04
11/12/2021,97,Sálvia,0.04
11/12/2021,97,Clitoria,0.02
11/12/2021,97,Manjerona,0.01
16/12/2021,98,Abóbora Caravela,34.81
16/12/2021,98,Abóbora Bege Redonda,13.98
16/12/2021,98,Coco Baiano,8.78
16/12/2021,98,Mini-moranga,5.15
16/12/2021,98,Melancia,4.82
16/12/2021,98,Mamão Papaia,1.77
16/12/2021,98,Alho Poró,0.83
16/12/2021,98,Pepino Aodai,0.50
16/12/2021,98,Vagem Tempesta,0.44
16/12/2021,98,Manjericão Grego,0.42
16/12/2021,98,Almeirão Roxo,0.38
16/12/2021,98,Cebolinha,0.28
16/12/2021,98,Espinafre Africano,0.22
16/12/2021,98,Hortelã,0.22
16/12/2021,98,Salsa,0.18
16/12/2021,98,Lavanda,0.13
16/12/2021,98,Feijão De Corda,0.10
16/12/2021,98,Alecrim,0.08
16/12/2021,98,Zinnea,0.04
16/12/2021,98,Cosmos,0.03
16/12/2021,98,Clitoria,0.02
16/12/2021,98,Flor De Erva Doce Funcho,0.01
18/12/2021,98,Melancia,36.03
18/12/2021,98,Manga Manteiguinha,22.46
18/12/2021,98,Abóbora Caravela,18.35
18/12/2021,98,Batata Doce Branca,11.99
18/12/2021,98,Manga Háden,8.56
18/12/2021,98,Abóbora Bege Redonda,5.43
18/12/2021,98,Maracuja Azedo,4.75
18/12/2021,98,Mini Moranga,3.21
18/12/2021,98,Abóbora Caipira,2.65
18/12/2021,98,Moranguinha,1.23
18/12/2021,98,Alho Poró,1.02
18/12/2021,98,Couve Manteiga,0.81
18/12/2021,98,Jiló Comprido,0.62
18/12/2021,98,Jiló Redondo,0.44
18/12/2021,98,Urucum,0.30
18/12/2021,98,Melissa,0.22
18/12/2021,98,Espinafre Africano,0.22
18/12/2021,98,Orapronóbis,0.18
18/12/2021,98,Manjericão Grego,0.15
18/12/2021,98,Hortelã,0.11
18/12/2021,98,Alecrim,0.09
22/12/2021,99,Batata Doce Branca,9.37
22/12/2021,99,Mamão Papaia,1.96
22/12/2021,99,Maxixe Do Norte,1.37
22/12/2021,99,Jabuticaba,0.70
22/12/2021,99,Quiabo Santa Cruz,0.65
22/12/2021,99,Espinafre Africano,0.50
22/12/2021,99,Almeirão Caipira,0.50
22/12/2021,99,Alho Poró,0.46
22/12/2021,99,Hortelã,0.30
22/12/2021,99,Cebolinha Nirá,0.30
22/12/2021,99,Manjericão Grego,0.20
22/12/2021,99,Zinnea,0.10
22/12/2021,99,Cosmos,0.07
22/12/2021,99,Alecrim,0.05
22/12/2021,99,Lavanda,0.05
22/12/2021,99,Clitoria,0.04
23/12/2021,99,Abóbora Caravela,22.82
23/12/2021,99,Manga Manteiguinha,17.22
23/12/2021,99,Manga Háden,12.56
23/12/2021,99,Abóbora Bege Redonda,8.23
23/12/2021,99,Abóbora Caipira,4.93
23/12/2021,99,Maracujá Azedo,3.24
23/12/2021,99,Moranguinha,3.19
23/12/2021,99,Maxixe Do Norte,1.83
23/12/2021,99,Alface Elba,1.00
23/12/2021,99,Alho Poró,0.90
23/12/2021,99,Melissa,0.76
23/12/2021,99,Cebolinha Nirá,0.31
23/12/2021,99,Manjericão Grego,0.30
23/12/2021,99,Hortelã,0.26
23/12/2021,99,Tomilho,0.13
23/12/2021,99,Manga Manteiguinha,3.50
23/12/2021,99,Manga Háden,2.50
23/12/2021,99,Maracujá Azedo,1.00
23/12/2021,99,Maxixe Do Norte,0.80
23/12/2021,99,Alface Elba,0.50
23/12/2021,99,Almeirão Capiria,0.50
23/12/2021,99,Alho Poró,0.40
23/12/2021,99,Cebolinha Nirá,0.15
23/12/2021,99,Melissa,0.15
23/12/2021,99,Hortelã,0.12
23/12/2021,99,Tomilho,0.08
23/12/2021,99,Manjericão Grego,0.07
30/12/2021,100,Abóbora Caravela,17.03
30/12/2021,100,Manga Manteiguinha,12.20
30/12/2021,100,Mandioca Branca,9.00
30/12/2021,100,Abóbora Bege Redonda,7.09
30/12/2021,100,Banana Maçã,4.18
30/12/2021,100,Pepino Aodai,3.50
30/12/2021,100,Acerola,2.70
30/12/2021,100,Maracujá Azedo,2.21
30/12/2021,100,Almeirão Caipira,0.63
30/12/2021,100,Melissa,0.40
30/12/2021,100,Orapronóbis,0.24
30/12/2021,100,Manjericão Grego,0.21
30/12/2021,100,Hortelã,0.15
30/12/2021,100,Tomilho,0.09
30/12/2021,100,Batata Doce Branca,5.26
30/12/2021,100,Batata Doce Roxa,4.00
30/12/2021,100,Pepino Aodai,1.33
30/12/2021,100,Maxixe Do Norte,1.33
30/12/2021,100,Quiabo Santa Cruz,0.82
30/12/2021,100,Alho Poró,0.67
30/12/2021,100,Batata Doce Cenoura,0.37
30/12/2021,100,Vagem Tempesta,0.28
30/12/2021,100,Jabuticaba,0.20
30/12/2021,100,Hortelã,0.19
30/12/2021,100,Zinnea,0.10
30/12/2021,100,Cosmos,0.05
30/12/2021,100,Flor De Murta,0.04
30/12/2021,100,Clitoria,0.02
05/01/2022,101,Milho Amarelo,6.21
05/01/2022,101,Abóbora Caravela,5.55
05/01/2022,101,Batata Doce Branca,3.60
05/01/2022,101,Mamão Papaia,1.58
05/01/2022,101,Batata Doce Roxa,1.00
05/01/2022,101,Quiabo Sta Cruz,0.87
05/01/2022,101,Maxixe Do Norte,0.77
05/01/2022,101,Hortelã,0.37
05/01/2022,101,Urucum,0.36
05/01/2022,101,Flor De Cana Do Brejo,0.20
05/01/2022,101,Lavanda,0.09
